    Word    Instances   % Frequency
1089.   accepted    96  0.0094
1090.   books   96  0.0094
1091.   sitting 96  0.0094
1092.   conference  96  0.0094
1093.   opinion 96  0.0094
1094.   usual   96  0.0094
1095.   churches    96  0.0094
1096.   film    96  0.0094
1097.   giving  96  0.0094
1098.   behavior    96  0.0094
1099.   considerable    96  0.0094
1100.   funds   95  0.0094
1101.   CONSTRUCTION    95  0.0094
1102.   attempt 95  0.0094
1103.   changed 95  0.0094
1104.   proper  95  0.0094
1105.   successful  95  0.0094
1106.   marriage    95  0.0094
1107.   sea 95  0.0094
1108.   Sir 95  0.0094
1109.   hell    95  0.0094
1110.   wait    94  0.0093
1111.   sign    94  0.0093
1112.   worth   94  0.0093
1113.   source  94  0.0093
1114.   highly  94  0.0093
1115.   Park    94  0.0093
1116.   discussion  94  0.0093
1117.   everyone    94  0.0093
1118.   Practice    94  0.0093
1119.   arm 94  0.0093
1120.   tradition   94  0.0093
1121.   shows   94  0.0093
1122.   someone 94  0.0093
1123.   Authority   93  0.0092
1124.   older   93  0.0092
1125.   annual  93  0.0092
1126.   project 93  0.0092
1127.   Americans   93  0.0092
1128.   Lord    93  0.0092
1129.   success 93  0.0092
1130.   oil 93  0.0092
1131.   remain  93  0.0092
1132.   principal   92  0.0091
1133.   leadership  92  0.0091
1134.   Jack    92  0.0091
1135.   foot    92  0.0091
1136.   obvious 92  0.0091
1137.   fell    92  0.0091
1138.   thin    92  0.0091
1139.   pieces  92  0.0091
1140.   management  91  0.0090
1141.   measure 91  0.0090
1142.   security    91  0.0090
1143.   base    91  0.0090
1144.   entirely    91  0.0090
1145.   civil   91  0.0090
1146.   frequently  91  0.0090
1147.   records 91  0.0090
1148.   structure   91  0.0090
1149.   dinner  91  0.0090
1150.   weight  91  0.0090
1151.   condition   91  0.0090
1152.   Mike    91  0.0090
1153.   objective   91  0.0090
1154.   complex 91  0.0090
1155.   produced    90  0.0089
1156.   noted   90  0.0089
1157.   caused  90  0.0089
1158.   equal   90  0.0089
1159.   balance 90  0.0089
1160.   you'll  90  0.0089
1161.   purposes    90  0.0089
1162.   corporation 90  0.0089
1163.   dance   90  0.0089
1164.   kitchen 90  0.0089
1165.   Failure 89  0.0088
1166.   pass    89  0.0088
1167.   goes    89  0.0088
1168.   names   89  0.0088
1169.   quickly 89  0.0088
1170.   workers 89  0.0088
1171.   regard  89  0.0088
1172.   officers    89  0.0088
1173.   published   89  0.0088
1174.   famous  89  0.0088
1175.   develop 89  0.0088
1176.   London  89  0.0088
1177.   clothes 89  0.0088
1178.   laws    88  0.0087
1179.   citizens    88  0.0087
1180.   announced   88  0.0087
1181.   carry   88  0.0087
1182.   cover   88  0.0087
1183.   Moreover    88  0.0087
1184.   add 88  0.0087
1185.   greatest    88  0.0087
1186.   check   88  0.0087
1187.   enemy   88  0.0087
1188.   Mary    88  0.0087
1189.   leaving 88  0.0087
1190.   key 88  0.0087
1191.   manager 88  0.0087
1192.   active  88  0.0087
1193.   break   88  0.0087
1194.   king    88  0.0087
1195.   bottom  88  0.0087
1196.   pain    88  0.0087
1197.   relationship    88  0.0087
1198.   sources 88  0.0087
1199.   poetry  88  0.0087
1200.   assistance  87  0.0086
1201.   operating   87  0.0086
1202.   battle  87  0.0086
1203.   companies   87  0.0086
1204.   fixed   87  0.0086
1205.   possibility 87  0.0086
1206.   product 87  0.0086
1207.   spoke   87  0.0086
1208.   units   87  0.0086
1209.   touch   87  0.0086
1210.   doesn't 87  0.0086
1211.   bright  87  0.0086
1212.   finished    87  0.0086
1213.   carefully   87  0.0086
1214.   facts   87  0.0086
1215.   previous    86  0.0085
1216.   takes   86  0.0085
1217.   allowed 86  0.0085
1218.   require 86  0.0085
1219.   build   86  0.0085
1220.   patient 86  0.0085
1221.   financial   86  0.0085
1222.   philosophy  86  0.0085
1223.   loss    86  0.0085
1224.   stations    86  0.0085
1225.   Rose    86  0.0085
1226.   died    86  0.0085
1227.   scientific  86  0.0085
1228.   otherwise   86  0.0085
1229.   inches  86  0.0085
1230.   sight   86  0.0085
1231.   seeing  86  0.0085
1232.   distribution    85  0.0084
1233.   marked  85  0.0084
1234.   rules   85  0.0084
1235.   capital 85  0.0084
1236.   captain 85  0.0084
1237.   Relatively  85  0.0084
1238.   classes 85  0.0084
1239.   variety 85  0.0084
1240.   stated  85  0.0084
1241.   shape   85  0.0084
1242.   German  85  0.0084
1243.   musical 85  0.0084
1244.   significant 85  0.0084
1245.   concept 85  0.0084
1246.   reports 84  0.0083
1247.   PROPOSED    84  0.0083
1248.   begin   84  0.0083
1249.   post    84  0.0083
1250.   impossible  84  0.0083
1251.   Affairs 84  0.0083
1252.   named   84  0.0083
1253.   team    84  0.0083
1254.   circumstances   84  0.0083
1255.   learn   84  0.0083
1256.   remains 84  0.0083
1257.   round   84  0.0083
1258.   strange 84  0.0083
1259.   Catholic    84  0.0083
1260.   operations  84  0.0083
1261.   collection  84  0.0083
1262.   aware   84  0.0083
1263.   sex 84  0.0083
1264.   broad   84  0.0083
1265.   Bar 83  0.0082
1266.   Henry   83  0.0082
1267.   Robert  83  0.0082
1268.   governor    83  0.0082
1269.   offered 83  0.0082
1270.   bank    83  0.0082
1271.   yesterday   83  0.0082
1272.   requirements    83  0.0082
1273.   capacity    83  0.0082
1274.   speed   83  0.0082
1275.   prevent 83  0.0082
1276.   regular 83  0.0082
1277.   appears 83  0.0082
1278.   houses  83  0.0082
1279.   Mark    83  0.0082
1280.   opening 83  0.0082
1281.   spread  83  0.0082
1282.   winter  83  0.0082
1283.   ship    83  0.0082
1284.   slightly    83  0.0082
1285.   remembered  83  0.0082
1286.   interests   83  0.0082
1287.   produce 82  0.0081
1288.   subjects    82  0.0081
1289.   crisis  82  0.0081
1290.   Youth   82  0.0081
1291.   presented   82  0.0081
1292.   interesting 82  0.0081
1293.   Fresh   82  0.0081
1294.   train   82  0.0081
1295.   instance    82  0.0081
1296.   drink   82  0.0081
1297.   poems   82  0.0081
1298.   agreed  81  0.0080
1299.   campaign    81  0.0080
1300.   event   81  0.0080
1301.   forced  81  0.0080
1302.   nine    81  0.0080
1303.   essential   81  0.0080
1304.   immediate   81  0.0080
1305.   lives   81  0.0080
1306.   file    81  0.0080
1307.   provides    81  0.0080
1308.   watch   81  0.0080
1309.   opposite    81  0.0080
1310.   apartment   81  0.0080
1311.   created 81  0.0080
1312.   Germany 81  0.0080
1313.   trip    81  0.0080
1314.   neck    81  0.0080
1315.   watched 81  0.0080
1316.   index   81  0.0080
1317.   cells   81  0.0080
1318.   term    80  0.0079
1319.   session 80  0.0079
1320.   offer   80  0.0079
1321.   fully   80  0.0079
1322.   teacher 80  0.0079
1323.   recognized  80  0.0079
1324.   Providence  80  0.0079
1325.   explained   80  0.0079
1326.   indicate    80  0.0079
1327.   twenty  80  0.0079
1328.   Lady    80  0.0079
1329.   Russian 80  0.0079
1330.   features    80  0.0079
1331.   Gray    80  0.0079
1332.   studied 79  0.0078
1333.   Sam 79  0.0078
1334.   economy 79  0.0078
1335.   reduced 79  0.0078
1336.   maximum 79  0.0078
1337.   separate    79  0.0078
1338.   procedure   79  0.0078
1339.   atmosphere  79  0.0078
1340.   desire  79  0.0078
1341.   mentioned   79  0.0078
1342.   reality 79  0.0078
1343.   expression  79  0.0078
1344.   differences 79  0.0078
1345.   enter   78  0.0077
1346.   traditional 78  0.0077
1347.   Mission 78  0.0077
1348.   favor   78  0.0077
1349.   looks   78  0.0077
1350.   secret  78  0.0077
1351.   fast    78  0.0077
1352.   picked  78  0.0077
1353.   coffee  78  0.0077
1354.   smaller 78  0.0077
1355.   edge    78  0.0077
1356.   tone    78  0.0077
1357.   beside  78  0.0077
1358.   literary    78  0.0077
1359.   election    77  0.0076
1360.   Judge   77  0.0076
1361.   title   77  0.0076
1362.   permit  77  0.0076
1363.   fair    77  0.0076
1364.   address 77  0.0076
1365.   rights  77  0.0076
1366.   vocational  77  0.0076
1367.   laid    77  0.0076
1368.   response    77  0.0076
1369.   believed    77  0.0076
1370.   model   77  0.0076
1371.   solid   77  0.0076
1372.   Writers 77  0.0076
1373.   FOLLOWS 77  0.0076
1374.   editor  77  0.0076
1375.   anode   77  0.0076
1376.   receive 76  0.0075
1377.   quiet   76  0.0075
1378.   telephone   76  0.0075
1379.   hearing 76  0.0075
1380.   BUILDINGS   76  0.0075
1381.   formed  76  0.0075
1382.   watching    76  0.0075
1383.   memory  76  0.0075
1384.   presence    76  0.0075
1385.   difficulty  76  0.0075
1386.   region  76  0.0075
1387.   Knife   76  0.0075
1388.   bottle  76  0.0075
1389.   fit 75  0.0074
1390.   official    75  0.0074
1391.   vote    75  0.0074
1392.   junior  75  0.0074
1393.   treated 75  0.0074
1394.   expressed   75  0.0074
1395.   planned 75  0.0074
1396.   dog 75  0.0074
1397.   Virginia    75  0.0074
1398.   killed  75  0.0074
1399.   camp    75  0.0074
1400.   stayed  75  0.0074
1401.   nice    75  0.0074
1402.   murder  75  0.0074
1403.   removed 75  0.0074
1404.   rock    75  0.0074
1405.   turning 75  0.0074
1406.   upper   75  0.0074
1407.   Jr  74  0.0073
1408.   personnel   74  0.0073
1409.   pointed 74  0.0073
1410.   November    74  0.0073
1411.   Louis   74  0.0073
1412.   selected    74  0.0073
1413.   Berlin  74  0.0073
1414.   CLAIMS  74  0.0073
1415.   increasing  74  0.0073
1416.   Leader  74  0.0073
1417.   positive    74  0.0073
1418.   frame   74  0.0073
1419.   gain    74  0.0073
1420.   twice   74  0.0073
1421.   failed  74  0.0073
1422.   nobody  74  0.0073
1423.   send    74  0.0073
1424.   ability 74  0.0073
1425.   fourth  74  0.0073
1426.   inch    74  0.0073
1427.   interior    74  0.0073
1428.   Chapter 74  0.0073
1429.   Jewish  74  0.0073
1430.   store   74  0.0073
1431.   faculty 74  0.0073
1432.   standards   74  0.0073
1433.   France  74  0.0073
1434.   rich    74  0.0073
1435.   contrast    74  0.0073
1436.   Nevertheless    73  0.0072
1437.   brief   73  0.0072
1438.   Jones   73  0.0072
1439.   plus    73  0.0072
1440.   individuals 73  0.0072
1441.   rule    73  0.0072
1442.   powers  73  0.0072
1443.   advantage   73  0.0072
1444.   discovered  73  0.0072
1445.   pulled  73  0.0072
1446.   Writer  73  0.0072
1447.   brother 73  0.0072
1448.   Valley  73  0.0072
1449.   membership  73  0.0072
1450.   die 73  0.0072
1451.   observed    73  0.0072
1452.   Wine    73  0.0072
1453.   Fig 73  0.0072
1454.   items   72  0.0071
1455.   daughter    72  0.0071
1456.   Texas   72  0.0071
1457.   platform    72  0.0071
1458.   allow   72  0.0071
1459.   Ordinary    72  0.0071
1460.   faces   72  0.0071
1461.   accept  72  0.0071
1462.   Master  72  0.0071
1463.   legal   72  0.0071
1464.   hill    72  0.0071
1465.   fighting    72  0.0071
1466.   resources   72  0.0071
1467.   increases   72  0.0071
1468.   assumed 72  0.0071
1469.   sharp   72  0.0071
1470.   everybody   72  0.0071
1471.   broke   72  0.0071
1472.   command 72  0.0071
1473.   evil    72  0.0071
1474.   village 72  0.0071
1475.   phase   72  0.0071
1476.   Russia  72  0.0071
1477.   detail  72  0.0071
1478.   Morgan  72  0.0071
1479.   somehow 72  0.0071
1480.   fields  72  0.0071
1481.   familiar    72  0.0071
1482.   boat    72  0.0071
1483.   April   71  0.0070
1484.   unity   71  0.0070
1485.   Richard 71  0.0070
1486.   responsible 71  0.0070
1487.   factor  71  0.0070
1488.   chosen  71  0.0070
1489.   PRINCIPLES  71  0.0070
1490.   CONSTANT    71  0.0070
1491.   proved  71  0.0070
1492.   carrying    71  0.0070
1493.   horses  71  0.0070
1494.   Mercer  71  0.0070
1495.   column  71  0.0070
1496.   wants   71  0.0070
1497.   forth   71  0.0070
1498.   beauty  71  0.0070
1499.   compared    71  0.0070
1500.   approximately   71  0.0070
1501.   historical  71  0.0070
1502.   smiled  71  0.0070
1503.   universe    71  0.0070
1504.   calls   70  0.0069
1505.   San 70  0.0069
1506.   educational 70  0.0069
1507.   teachers    70  0.0069
1508.   Independent 70  0.0069
1509.   danger  70  0.0069
1510.   clean   70  0.0069
1511.   dogs    70  0.0069
1512.   waited  70  0.0069
1513.   rain    70  0.0069
1514.   song    70  0.0069
1515.   naturally   70  0.0069
1516.   Rome    70  0.0069
1517.   Box 70  0.0069
1518.   buy 70  0.0069
1519.   Sweet   70  0.0069
1520.   shelter 70  0.0069
1521.   page    70  0.0069
1522.   drawn   70  0.0069
1523.   dust    70  0.0069
1524.   communism   70  0.0069
1525.   Exchange    70  0.0069
1526.   sections    70  0.0069
1527.   walls   70  0.0069
1528.   Aircraft    70  0.0069
1529.   independence    70  0.0069
1530.   revolution  70  0.0069
1531.   realize 69  0.0068
1532.   seek    69  0.0068
1533.   willing 69  0.0068
1534.   League  69  0.0068
1535.   connection  69  0.0068
1536.   politics    69  0.0068
1537.   liberal 69  0.0068
1538.   completed   69  0.0068
1539.   weather 69  0.0068
1540.   fashion 69  0.0068
1541.   ordered 69  0.0068
1542.   levels  69  0.0068
1543.   settled 69  0.0068
1544.   realized    69  0.0068
1545.   let's   69  0.0068
1546.   ancient 69  0.0068
1547.   China   69  0.0068
1548.   lips    69  0.0068
1549.   won 68  0.0067
1550.   policies    68  0.0067
1551.   actions 68  0.0067
1552.   Monday  68  0.0067
1553.   directed    68  0.0067
1554.   leading 68  0.0067
1555.   Paris   68  0.0067
1556.   Frank   68  0.0067
1557.   Statements  68  0.0067
1558.   projects    68  0.0067
1559.   starting    68  0.0067
1560.   initial 68  0.0067
1561.   application 68  0.0067
1562.   traffic 68  0.0067
1563.   stands  68  0.0067
1564.   signs   68  0.0067
1565.   families    68  0.0067
1566.   quick   68  0.0067
1567.   Khrushchev  68  0.0067
1568.   largely 68  0.0067
1569.   drew    68  0.0067
1570.   animal  68  0.0067
1571.   beat    68  0.0067
1572.   characteristic  68  0.0067
1573.   excellent   68  0.0067
1574.   practical   68  0.0067
1575.   Electric    68  0.0067
1576.   electronic  68  0.0067
1577.   pictures    68  0.0067
1578.   ought   68  0.0067
1579.   protection  68  0.0067
1580.   article 68  0.0067
1581.   appropriate 68  0.0067
1582.   fifty   68  0.0067
1583.   minimum 68  0.0067
1584.   DRY 68  0.0067
1585.   emotional   68  0.0067
1586.   she'd   68  0.0067
1587.   Jury    67  0.0066
1588.   career  67  0.0066
1589.   chairman    67  0.0066
1590.   aside   67  0.0066
1591.   asking  67  0.0066
1592.   estimated   67  0.0066
1593.   teaching    67  0.0066
1594.   reference   67  0.0066
1595.   Saturday    67  0.0066
1596.   flow    67  0.0066
1597.   flat    67  0.0066
1598.   background  67  0.0066
1599.   sit 67  0.0066
1600.   dress   67  0.0066
1601.   occurred    67  0.0066
1602.   warm    67  0.0066
1603.   potential   67  0.0066
1604.   impact  67  0.0066
1605.   yourself    67  0.0066
1606.   legs    67  0.0066
1607.   you've  67  0.0066
1608.   wonder  67  0.0066
1609.   communication   67  0.0066
1610.   answered    67  0.0066
1611.   thick   67  0.0066
1612.   birth   66  0.0065
1613.   declared    66  0.0065
1614.   honor   66  0.0065
1615.   JULY    66  0.0065
1616.   significance    66  0.0065
1617.   score   66  0.0065
1618.   helped  66  0.0065
1619.   gross   66  0.0065
1620.   issues  66  0.0065
1621.   forest  66  0.0065
1622.   search  66  0.0065
1623.   block   66  0.0065
1624.   cutting 66  0.0065
1625.   Jesus   66  0.0065
1626.   substantial 66  0.0065
1627.   GETS    66  0.0065
1628.   relief  66  0.0065
1629.   plays   66  0.0065
1630.   ends    66  0.0065
1631.   Arts    66  0.0065
1632.   Besides 66  0.0065
1633.   cell    66  0.0065
1634.   intellectual    66  0.0065
1635.   properties  66  0.0065
1636.   experiments 66  0.0065
1637.   closely 66  0.0065
1638.   chair   66  0.0065
1639.   capable 66  0.0065
1640.   adequate    66  0.0065
1641.   measured    66  0.0065
1642.   ourselves   66  0.0065
1643.   fingers 66  0.0065
1644.   Hanover 66  0.0065
1645.   attorney    65  0.0064
1646.   passing 65  0.0064
1647.   billion 65  0.0064
1648.   discussed   65  0.0064
1649.   achievement 65  0.0064
1650.   headquarters    65  0.0064
1651.   rapidly 65  0.0064
1652.   object  65  0.0064
1653.   escape  65  0.0064
1654.   jobs    65  0.0064
1655.   join    65  0.0064
1656.   Phil    65  0.0064
1657.   California  65  0.0064
1658.   supposed    65  0.0064
1659.   they're 65  0.0064
1660.   Typical 65  0.0064
1661.   wore    65  0.0064
1662.   employees   65  0.0064
1663.   newspaper   65  0.0064
1664.   desk    65  0.0064
1665.   one's   65  0.0064
1666.   imagination 65  0.0064
1667.   hung    65  0.0064
1668.   holding 65  0.0064
1669.   objects 65  0.0064
1670.   sleep   65  0.0064
1671.   dominant    65  0.0064
1672.   reasonable  64  0.0063
1673.   matters 64  0.0063
1674.   resolution  64  0.0063
1675.   site    64  0.0063
1676.   credit  64  0.0063
1677.   ASPECTS 64  0.0063
1678.   message 64  0.0063
1679.   maintenance 64  0.0063
1680.   Laos    64  0.0063
1681.   explain 64  0.0063
1682.   we'll   64  0.0063
1683.   located 64  0.0063
1684.   towards 64  0.0063
1685.   belief  64  0.0063
1686.   yards   64  0.0063
1687.   guests  64  0.0063
1688.   bodies  64  0.0063
1689.   primarily   64  0.0063
1690.   grew    64  0.0063
1691.   spiritual   64  0.0063
1692.   dream   64  0.0063
1693.   empty   64  0.0063
1694.   wind    63  0.0062
1695.   Tom 63  0.0062
1696.   kill    63  0.0062
1697.   benefit 63  0.0062
1698.   Signal  63  0.0062
1699.   tomorrow    63  0.0062
1700.   sufficient  63  0.0062
1701.   dramatic    63  0.0062
1702.   fellow  63  0.0062
1703.   happen  63  0.0062
1704.   contact 63  0.0062
1705.   unusual 63  0.0062
1706.   argument    63  0.0062
1707.   powerful    63  0.0062
1708.   narrow  63  0.0062
1709.   Parker  63  0.0062
1710.   Shop    63  0.0062
1711.   rifle   63  0.0062
1712.   HIGHEST 63  0.0062
1713.   broken  63  0.0062
1714.   competition 63  0.0062
1715.   domestic    63  0.0062
1716.   Contemporary    63  0.0062
1717.   grow    63  0.0062
1718.   experiment  63  0.0062
1719.   assume  63  0.0062
1720.   relation    63  0.0062
1721.   location    63  0.0062
1722.   reduce  62  0.0061
1723.   homes   62  0.0061
1724.   portion 62  0.0061
1725.   officials   62  0.0061
1726.   Senate  62  0.0061
1727.   FUND    62  0.0061
1728.   rising  62  0.0061
1729.   Speaking    62  0.0061
1730.   internal    62  0.0061
1731.   struggle    62  0.0061
1732.   agencies    62  0.0061
1733.   December    62  0.0061
1734.   equally 62  0.0061
1735.   SETS    62  0.0061
1736.   please  62  0.0061
1737.   drove   62  0.0061
1738.   arrived 62  0.0061
1739.   save    62  0.0061
1740.   achieved    62  0.0061
1741.   soft    62  0.0061
1742.   assignment  62  0.0061
1743.   baby    62  0.0061
1744.   greatly 62  0.0061
1745.   appeal  62  0.0061
1746.   recognize   62  0.0061
1747.   Wilson  62  0.0061
1748.   Library 62  0.0061
1749.   careful 62  0.0061
1750.   pleasure    62  0.0061
1751.   cool    62  0.0061
1752.   extreme 62  0.0061
1753.   concerning  62  0.0061
1754.   governments 61  0.0060
1755.   procedures  61  0.0060
1756.   prices  61  0.0060
1757.   duty    61  0.0060
1758.   courses 61  0.0060
1759.   friendly    61  0.0060
1760.   We're   61  0.0060
1761.   Coast   61  0.0060
1762.   la  61  0.0060
1763.   Acting  61  0.0060
1764.   closer  61  0.0060
1765.   speech  61  0.0060
1766.   European    61  0.0060
1767.   showing 61  0.0060
1768.   Boston  61  0.0060
1769.   victory 61  0.0060
1770.   beach   61  0.0060
1771.   Minister    61  0.0060
1772.   commercial  61  0.0060
1773.   Metal   61  0.0060
1774.   possibly    61  0.0060
1775.   tests   61  0.0060
1776.   kid 61  0.0060
1777.   vast    61  0.0060
1778.   artists 61  0.0060
1779.   continuing  61  0.0060
1780.   Associated  61  0.0060
1781.   shoulder    61  0.0060
1782.   weapons 61  0.0060
1783.   Shore   61  0.0060
1784.   Greek   61  0.0060
1785.   TRAVEL  61  0.0060
1786.   imagine 61  0.0060
1787.   feelings    61  0.0060
1788.   organizations   61  0.0060
1789.   ideal   61  0.0060
1790.   eat 61  0.0060
1791.   Friday  60  0.0059
1792.   keeping 60  0.0059
1793.   heavily 60  0.0059
1794.   armed   60  0.0059
1795.   ended   60  0.0059
1796.   learning    60  0.0059
1797.   text    60  0.0059
1798.   existing    60  0.0059
1799.   advance 60  0.0059
1800.   scale   60  0.0059
1801.   setting 60  0.0059
1802.   goal    60  0.0059
1803.   judgment    60  0.0059
1804.   task    60  0.0059
1805.   contract    60  0.0059
1806.   garden  60  0.0059
1807.   nose    60  0.0059
1808.   refused 60  0.0059
1809.   streets 60  0.0059
1810.   orchestra   60  0.0059
1811.   Negroes 60  0.0059
1812.   contained   60  0.0059
1813.   machinery   60  0.0059
1814.   chemical    60  0.0059
1815.   onto    60  0.0059
1816.   Circle  60  0.0059
1817.   slow    60  0.0059
1818.   maintain    60  0.0059
1819.   fat 60  0.0059
1820.   Somewhere   60  0.0059
1821.   technique   60  0.0059
1822.   stared  60  0.0059
1823.   moon    60  0.0059
1824.   Tuesday 59  0.0058
1825.   notice  59  0.0058
1826.   drop    59  0.0058
1827.   budget  59  0.0058
1828.   providing   59  0.0058
1829.   formula 59  0.0058
1830.   housing 59  0.0058
1831.   tension 59  0.0058
1832.   UN  59  0.0058
1833.   repeated    59  0.0058
1834.   parties 59  0.0058
1835.   uses    59  0.0058
1836.   taste   59  0.0058
1837.   novel   59  0.0058
1838.   headed  59  0.0058
1839.   sensitive   59  0.0058
1840.   conclusion  59  0.0058
1841.   roof    59  0.0058
1842.   solution    59  0.0058
1843.   Bible   59  0.0058
1844.   Birds   59  0.0058
1845.   hole    59  0.0058
1846.   lie 59  0.0058
1847.   ultimate    59  0.0058
1848.   songs   59  0.0058
1849.   struck  59  0.0058
1850.   snow    59  0.0058
1851.   Tree    59  0.0058
1852.   plants  59  0.0058
1853.   finds   59  0.0058
1854.   stories 59  0.0058
1855.   mine    59  0.0058
1856.   painting    59  0.0058
1857.   exist   59  0.0058
1858.   thirty  59  0.0058
1859.   sexual  59  0.0058
1860.   Roads   58  0.0057
1861.   Commerce    58  0.0057
1862.   Dallas  58  0.0057
1863.   establish   58  0.0057
1864.   previously  58  0.0057
1865.   causes  58  0.0057
1866.   talked  58  0.0057
1867.   railroad    58  0.0057
1868.   critical    58  0.0057
1869.   remove  58  0.0057
1870.   emphasis    58  0.0057
1871.   grounds 58  0.0057
1872.   neighborhood    58  0.0057
1873.   surprised   58  0.0057
1874.   minor   58  0.0057
1875.   India   58  0.0057
1876.   understood  58  0.0057
1877.   soldiers    58  0.0057
1878.   perfect 58  0.0057
1879.   avoid   58  0.0057
1880.   hence   58  0.0057
1881.   leg 58  0.0057
1882.   busy    58  0.0057
1883.   occasion    58  0.0057
1884.   smile   58  0.0057
1885.   Lewis   58  0.0057
1886.   Stone   58  0.0057
1887.   Roman   58  0.0057
1888.   unique  58  0.0057
1889.   animals 58  0.0057
1890.   sky 58  0.0057
1891.   safe    58  0.0057
1892.   etc 58  0.0057
1893.   orders  58  0.0057
1894.   fairly  58  0.0057
1895.   liked   58  0.0057
1896.   useful  58  0.0057
1897.   exercise    58  0.0057
1898.   lose    58  0.0057
1899.   culture 58  0.0057
1900.   pale    58  0.0057
1901.   wondered    58  0.0057
1902.   charged 57  0.0056
1903.   details 57  0.0056
1904.   informed    57  0.0056
1905.   permitted   57  0.0056
1906.   professor   57  0.0056
1907.   replied 57  0.0056
1908.   completion  57  0.0056
1909.   minute  57  0.0056
1910.   processes   57  0.0056
1911.   Apart   57  0.0056
1912.   apparent    57  0.0056
1913.   Bay 57  0.0056
1914.   Truck   57  0.0056
1915.   majority    57  0.0056
1916.   afraid  57  0.0056
1917.   artist  57  0.0056
1918.   goods   57  0.0056
1919.   somebody    57  0.0056
1920.   appearance  57  0.0056
1921.   double  57  0.0056
1922.   baseball    57  0.0056
1923.   spot    57  0.0056
1924.   flowers 57  0.0056
1925.   notes   57  0.0056
1926.   enjoyed 57  0.0056
1927.   entrance    57  0.0056
1928.   uncle   57  0.0056
1929.   motion  57  0.0056
1930.   alive   57  0.0056
1931.   beneath 57  0.0056
1932.   combination 57  0.0056
1933.   truly   57  0.0056
1934.   Congo   57  0.0056
1935.   becoming    57  0.0056
1936.   requires    57  0.0056
1937.   Sample  57  0.0056
1938.   bear    57  0.0056
1939.   Dictionary  57  0.0056
1940.   shook   57  0.0056
1941.   granted 56  0.0055
1942.   confidence  56  0.0055
1943.   Agency  56  0.0055
1944.   joined  56  0.0055
1945.   apply   56  0.0055
1946.   vital   56  0.0055
1947.   September   56  0.0055
1948.   review  56  0.0055
1949.   wage    56  0.0055
1950.   motor   56  0.0055
1951.   Fifteen 56  0.0055
1952.   regarded    56  0.0055
1953.   draw    56  0.0055
1954.   wheel   56  0.0055
1955.   organized   56  0.0055
1956.   vision  56  0.0055
1957.   WILD    56  0.0055
1958.   Palmer  56  0.0055
1959.   intensity   56  0.0055
1960.   bought  56  0.0055
1961.   represented 56  0.0055
1962.   entitled    56  0.0055
1963.   Hat 56  0.0055
1964.   pure    56  0.0055
1965.   academic    56  0.0055
1966.   Chinese 56  0.0055
1967.   minds   56  0.0055
1968.   guess   56  0.0055
1969.   loved   56  0.0055
1970.   spite   56  0.0055
1971.   evident 56  0.0055
1972.   Executive   55  0.0054
1973.   conducted   55  0.0054
1974.   sought  55  0.0054
1975.   firms   55  0.0054
1976.   Joe 55  0.0054
1977.   Fort    55  0.0054
1978.   Martin  55  0.0054
1979.   demands 55  0.0054
1980.   extended    55  0.0054
1981.   Joseph  55  0.0054
1982.   Cross   55  0.0054
1983.   win 55  0.0054
1984.   pick    55  0.0054
1985.   worry   55  0.0054
1986.   Britain 55  0.0054
1987.   begins  55  0.0054
1988.   divided 55  0.0054
1989.   theme   55  0.0054
1990.   percent 55  0.0054
1991.   rooms   55  0.0054
1992.   device  55  0.0054
1993.   conduct 55  0.0054
1994.   runs    55  0.0054
1995.   IMPROVED    55  0.0054
1996.   games   55  0.0054
1997.   cultural    55  0.0054
1998.   plenty  55  0.0054
1999.   mile    55  0.0054
2000.   components  55  0.0054
2001.   generation  55  0.0054
2002.   properly    55  0.0054
2003.   identity    55  0.0054
2004.   wood    55  0.0054
2005.   tall    55  0.0054
2006.   yellow  55  0.0054
2007.   Marine  55  0.0054
2008.   inner   55  0.0054
2009.   wished  55  0.0054
2010.   sounds  55  0.0054
2011.   wagon   55  0.0054
2012.   publication 55  0.0054
2013.   Jews    55  0.0054
2014.   rural   54  0.0053
2015.   item    54  0.0053
2016.   phone   54  0.0053
2017.   attend  54  0.0053
2018.   DECISIONS   54  0.0053
2019.   unable  54  0.0053
2020.   FACED   54  0.0053
2021.   Republican  54  0.0053
2022.   positions   54  0.0053
2023.   huge    54  0.0053
2024.   risk    54  0.0053
2025.   supported   54  0.0053
2026.   symbol  54  0.0053
2027.   machines    54  0.0053
2028.   description 54  0.0053
2029.   seat    54  0.0053
2030.   Smith   54  0.0053
2031.   walking 54  0.0053
2032.   Lake    54  0.0053
2033.   trained 54  0.0053
2034.   suggest 54  0.0053
2035.   create  54  0.0053
2036.   soil    54  0.0053
2037.   interpretation  54  0.0053
2038.   putting 54  0.0053
2039.   forget  54  0.0053
2040.   Dear    54  0.0053
2041.   thoughts    54  0.0053
2042.   preparation 54  0.0053
2043.   Measurements    54  0.0053
2044.   practices   53  0.0052
2045.   experienced 53  0.0052
2046.   Welfare 53  0.0052
2047.   crowd   53  0.0052
2048.   largest 53  0.0052
2049.   Hudson  53  0.0052
2050.   Massachusetts   53  0.0052
2051.   Co  53  0.0052
2052.   pushed  53  0.0052
2053.   payment 53  0.0052
2054.   handle  53  0.0052
2055.   absence 53  0.0052
2056.   prove   53  0.0052
